Fingerprint,Timestamp,Type,Bandwidth (B/s),Coefficient of Variation
2B6CE78C2D8FF3697E9DFBFC8C3E1AC3D3F458D6,2024-09-28 12:00:00,Read,52704.5586936834,0.045633873196071865
2B6F88E7626E000D0C504F0C251F3109723F8998,2024-09-28 12:00:00,Write,4945697.661503424,0.009409367269830143
2B6F88E7626E000D0C504F0C251F3109723F8998,2024-09-28 12:00:00,Read,4880320.959943415,0.009409367269830143
2B7F152EAFEF8B99ABF42FBE2ED4682F5A63CFC7,2024-09-28 12:00:00,Write,1736461.4418228092,0.006265394122339598
2B7F152EAFEF8B99ABF42FBE2ED4682F5A63CFC7,2024-09-28 12:00:00,Read,1721143.2067141274,0.006265394122339598
2B8D6F2243B2FB74BFEAD40781C439B4DBC2D592,2024-09-28 12:00:00,Write,1878066.6797138783,0.0008810851105983477
2B8D6F2243B2FB74BFEAD40781C439B4DBC2D592,2024-09-28 12:00:00,Read,1875727.9858446743,0.0008810851105983477
2B94FEF968C9949FD2F10EB154938494B2F50527,2024-09-28 12:00:00,Write,1369169.9629825742,0.0021497621680484063
2B94FEF968C9949FD2F10EB154938494B2F50527,2024-09-28 12:00:00,Read,1373338.881961477,0.0021497621680484063
2B959491A7519E07E27CE38365263361368E81F5,2024-09-28 12:00:00,Write,1178875.001551151,0.0015221786883283098
2B959491A7519E07E27CE38365263361368E81F5,2024-09-28 12:00:00,Read,1176339.9826892004,0.0015221786883283098
2B96BE57F8F27D2F20C4E41A5EA0C854D9AEA815,2024-09-28 12:00:00,Write,7925024.463494845,0.04275375392130577
2B96BE57F8F27D2F20C4E41A5EA0C854D9AEA815,2024-09-28 12:00:00,Read,8419132.338395063,0.04275375392130577
2BA2C8E96B2590E1072AECE2BDB5C48921BF8510,2024-09-28 12:00:00,Write,16934441.40911187,0.0010106137675213306
2BA2C8E96B2590E1072AECE2BDB5C48921BF8510,2024-09-28 12:00:00,Read,16910255.587640103,0.0010106137675213306
2BA43ED144818EF5C7CC3EC7D3570E52B63D2535,2024-09-28 12:00:00,Write,475624.4923835726,0.019400009800566866
2BA43ED144818EF5C7CC3EC7D3570E52B63D2535,2024-09-28 12:00:00,Read,462751.9582603909,0.019400009800566866
2BAF092E8667C00CA3D9686C76D8EC3CC6BC7C5B,2024-09-28 12:00:00,Write,7522762.461757758,0.001907895282261802
2BAF092E8667C00CA3D9686C76D8EC3CC6BC7C5B,2024-09-28 12:00:00,Read,7502492.105803789,0.001907895282261802
2BBB37651C682142912427A3F110E0FACF4529A4,2024-09-28 12:00:00,Write,444580.4141118567,0.009610685274993298
2BBB37651C682142912427A3F110E0FACF4529A4,2024-09-28 12:00:00,Read,450664.3008945503,0.009610685274993298
2BBE11EC7CE623B4D76C9762D2BE28DF569B3E26,2024-09-28 12:00:00,Write,2745678.8369999635,0.13118434954455202
2BBE11EC7CE623B4D76C9762D2BE28DF569B3E26,2024-09-28 12:00:00,Read,3307147.100837875,0.13118434954455202
2BC4971C37AB442F63A4A96C38E6A9302C44BB00,2024-09-28 12:00:00,Write,6619620.12998518,0.05202929887820834
2BC4971C37AB442F63A4A96C38E6A9302C44BB00,2024-09-28 12:00:00,Read,7125299.432606922,0.05202929887820834
2BC863671B2B516FCADEA928A42C33005B42AE81,2024-09-28 12:00:00,Write,14582213.340732716,0.022605828377149136
2BC863671B2B516FCADEA928A42C33005B42AE81,2024-09-28 12:00:00,Read,15055971.863463862,0.022605828377149136
2BCA0A8B5759DBD764BF9FA5D1B3AEE9D74D2B68,2024-09-28 12:00:00,Write,42028629.527967066,0.000709410758156182
2BCA0A8B5759DBD764BF9FA5D1B3AEE9D74D2B68,2024-09-28 12:00:00,Read,42070816.26212506,0.000709410758156182
2BD1936E0B4D5BB615CF99B0CFF74EAF19426888,2024-09-28 12:00:00,Write,2295644.704554354,0.15693750812766444
2BD1936E0B4D5BB615CF99B0CFF74EAF19426888,2024-09-28 12:00:00,Read,2868745.1915360307,0.15693750812766444
2C0456B60847C01CFEBB721A3EAA06CFE445ADB7,2024-09-28 12:00:00,Write,3640.344193675156,0.014841306264339214
2C0456B60847C01CFEBB721A3EAA06CFE445ADB7,2024-09-28 12:00:00,Read,3564.731333355166,0.014841306264339214
2C06887F5BD451D37B7E1E34B941EEEBA42C4275,2024-09-28 12:00:00,Write,10486750.102694705,0.031473660953499405
2C06887F5BD451D37B7E1E34B941EEEBA42C4275,2024-09-28 12:00:00,Read,10964144.899644492,0.031473660953499405
2C164169C508C104985551D19D6F76652DC184A6,2024-09-28 12:00:00,Write,6861161.745477535,0.05100237283890527
2C164169C508C104985551D19D6F76652DC184A6,2024-09-28 12:00:00,Read,7374560.596862334,0.05100237283890527
2C197A591E36A57F334E8F7E94E466DA522D1972,2024-09-28 12:00:00,Write,0.0,1.414213562373095
2C197A591E36A57F334E8F7E94E466DA522D1972,2024-09-28 12:00:00,Read,254.95415887767055,1.414213562373095
2C1993050B32D827EC6FD124DB07546B78E31AFF,2024-09-28 12:00:00,Write,1047609.8496846367,0.013572437412342831
2C1993050B32D827EC6FD124DB07546B78E31AFF,2024-09-28 12:00:00,Read,1027692.8325412618,0.013572437412342831
2C1AE435299E9F5AAE1C597F25160A4F17AABDFC,2024-09-28 12:00:00,Write,18337.144855390372,0.19070780505036883
2C1AE435299E9F5AAE1C597F25160A4F17AABDFC,2024-09-28 12:00:00,Read,24053.565273246633,0.19070780505036883
2C2A9DD009470CF15509894126DF01AB86232DB0,2024-09-28 12:00:00,Write,213347.61174321643,0.001602482311431511
2C2A9DD009470CF15509894126DF01AB86232DB0,2024-09-28 12:00:00,Read,212864.65949064348,0.001602482311431511
2C4F6A96599944F0F828A8BCD66D9CD0DFE3FA07,2024-09-28 12:00:00,Write,134619.09493890323,0.017866595999710678
2C4F6A96599944F0F828A8BCD66D9CD0DFE3FA07,2024-09-28 12:00:00,Read,138064.06247353664,0.017866595999710678
2C5257A72E9DAB0256704FBC4BD29B838DA4DF2F,2024-09-28 12:00:00,Write,2702580.4150843145,0.0016631041205256141
2C5257A72E9DAB0256704FBC4BD29B838DA4DF2F,2024-09-28 12:00:00,Read,2696231.4544287096,0.0016631041205256141
2C62BB20180279888677FA93E34878E7EFF8A044,2024-09-28 12:00:00,Write,1369992.0626352269,0.052224434086432826
2C62BB20180279888677FA93E34878E7EFF8A044,2024-09-28 12:00:00,Read,1475054.6636326862,0.052224434086432826
2C63AAB5B31D757CFC575FC66852AB9715ACD2DE,2024-09-26 12:00:00,Write,0.0,
2C63AAB5B31D757CFC575FC66852AB9715ACD2DE,2024-09-27 12:00:00,Write,0.0,
2C63AAB5B31D757CFC575FC66852AB9715ACD2DE,2024-09-28 12:00:00,Write,0.0,
2C63AAB5B31D757CFC575FC66852AB9715ACD2DE,2024-09-26 12:00:00,Read,0.0,
2C63AAB5B31D757CFC575FC66852AB9715ACD2DE,2024-09-27 12:00:00,Read,0.0,
2C63AAB5B31D757CFC575FC66852AB9715ACD2DE,2024-09-28 12:00:00,Read,0.0,
2C6D0929C0D00B3461670AF874B5418164A7D1F2,2024-09-28 12:00:00,Write,683051.206373904,0.006070978237695426
2C6D0929C0D00B3461670AF874B5418164A7D1F2,2024-09-28 12:00:00,Read,677211.8285724048,0.006070978237695426
2C7FBE61AA7F3C60691155E60030B031BFCC5FE3,2024-09-28 12:00:00,Write,6292461.615898325,0.00913704275136207
2C7FBE61AA7F3C60691155E60030B031BFCC5FE3,2024-09-28 12:00:00,Read,6211674.084577831,0.00913704275136207
2C91D3E05A1FC5CBC720755E4836C08B5C6E04E0,2024-09-28 12:00:00,Write,3341647.1390719586,0.004325992347598614
2C91D3E05A1FC5CBC720755E4836C08B5C6E04E0,2024-09-28 12:00:00,Read,3321265.6983093196,0.004325992347598614
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-23 12:00:00,Write,48837.69088188188,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-24 12:00:00,Write,55349.38299946613,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-25 12:00:00,Write,73196.24287728962,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-26 12:00:00,Write,103342.96564388338,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-27 12:00:00,Write,100931.22782255588,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-28 12:00:00,Write,107563.5068312065,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-23 12:00:00,Read,48576.776660065,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-24 12:00:00,Read,56097.54665058268,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-25 12:00:00,Read,79153.02186741555,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-26 12:00:00,Read,110222.43232004596,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-27 12:00:00,Read,106277.11035780718,0.3121840713736108
2CA712030C2BB7E0F983CA4A4B38267D0D4745F6,2024-09-28 12:00:00,Read,113304.715103045,0.3121840713736108
2CD23D10948D1C6039977852274F700278B39EE8,2024-09-27 12:00:00,Write,22106075.719667222,0.03827668451159024
2CD23D10948D1C6039977852274F700278B39EE8,2024-09-28 12:00:00,Write,23588967.755520675,0.03827668451159024
2CD23D10948D1C6039977852274F700278B39EE8,2024-09-27 12:00:00,Read,22416998.505790036,0.03827668451159024
2CD23D10948D1C6039977852274F700278B39EE8,2024-09-28 12:00:00,Read,23917020.71063844,0.03827668451159024
2CDB29859EA2B2FF18585EA3FEAD988E8CD9727B,2024-09-28 12:00:00,Write,5431858.000159,0.06614584655849401
2CDB29859EA2B2FF18585EA3FEAD988E8CD9727B,2024-09-28 12:00:00,Read,5964909.628932608,0.06614584655849401
2CE2DEE830B954EDA3A6BB57EA7420E0F5EE3C13,2024-09-28 12:00:00,Write,240505.4364727464,0.00019084049288671864
2CE2DEE830B954EDA3A6BB57EA7420E0F5EE3C13,2024-09-28 12:00:00,Read,240440.5354077534,0.00019084049288671864
2CE9BE1FC88B9D0FA03F387C9E4F000B5D4B2AE9,2024-09-28 12:00:00,Write,19428918.73621746,0.01282202709526519
2CE9BE1FC88B9D0FA03F387C9E4F000B5D4B2AE9,2024-09-28 12:00:00,Read,19784448.388275903,0.01282202709526519
2CFFDEAEA997E741A7E850CDC9F1E9815DC36759,2024-09-28 12:00:00,Write,891580.7644334919,0.0007725912082976539
2CFFDEAEA997E741A7E850CDC9F1E9815DC36759,2024-09-28 12:00:00,Read,890607.1471887645,0.0007725912082976539
2D156AE025D1FEB8A59AD2644A3D6E3EA900430D,2024-09-28 12:00:00,Write,3122169.2532493314,0.010362863272730597
2D156AE025D1FEB8A59AD2644A3D6E3EA900430D,2024-09-28 12:00:00,Read,3076745.7680599308,0.010362863272730597
2D1E7CFE1F4F0A400DE692CAF8641899115399BA,2024-09-28 12:00:00,Write,904265.6604612655,0.009695046974896971
2D1E7CFE1F4F0A400DE692CAF8641899115399BA,2024-09-28 12:00:00,Read,891951.8111054805,0.009695046974896971
2D287E39F96A54EB2B83059165A8AEA09ACDA914,2024-09-28 12:00:00,Write,3576672.475192981,0.009451989284532574
2D287E39F96A54EB2B83059165A8AEA09ACDA914,2024-09-28 12:00:00,Read,3529180.042900236,0.009451989284532574
2D2A8535FA0D93E8164F13669148936841871051,2024-09-27 12:00:00,Write,1022772.2013932356,0.07669423179788139
2D2A8535FA0D93E8164F13669148936841871051,2024-09-28 12:00:00,Write,1153216.0600359396,0.07669423179788139
2D2A8535FA0D93E8164F13669148936841871051,2024-09-27 12:00:00,Read,967060.6060677598,0.07669423179788139
2D2A8535FA0D93E8164F13669148936841871051,2024-09-28 12:00:00,Read,1092866.0016534978,0.07669423179788139
2D2A8756BCC7619CF9586902F1610D2D40D6746A,2024-09-28 12:00:00,Write,7386531.419903982,0.008355867869562586
2D2A8756BCC7619CF9586902F1610D2D40D6746A,2024-09-28 12:00:00,Read,7299757.6157620475,0.008355867869562586
2D3473368BF4E65E9EB2CCE43D132EE7FAAF3093,2024-09-28 12:00:00,Write,976855.4240590301,0.003253608447077114
2D3473368BF4E65E9EB2CCE43D132EE7FAAF3093,2024-09-28 12:00:00,Read,972370.9391627026,0.003253608447077114
2D47F039F04EEC03EABE484CC017796A0AB48240,2024-09-27 12:00:00,Write,680203.7748960318,0.056946563905306814
2D47F039F04EEC03EABE484CC017796A0AB48240,2024-09-28 12:00:00,Write,747295.1942712094,0.056946563905306814
2D47F039F04EEC03EABE484CC017796A0AB48240,2024-09-27 12:00:00,Read,678364.9383390902,0.056946563905306814
2D47F039F04EEC03EABE484CC017796A0AB48240,2024-09-28 12:00:00,Read,752033.5289279507,0.056946563905306814
2D8768E3EA8B974ADB69F7FA8140DBEAFC14C8F0,2024-09-28 12:00:00,Write,3869580.0088487025,0.0008665272365856343
2D8768E3EA8B974ADB69F7FA8140DBEAFC14C8F0,2024-09-28 12:00:00,Read,3864840.9181125173,0.0008665272365856343
2D8A15352AEC175C8CEDA1A6C7DF10C13326EF29,2024-09-28 12:00:00,Write,7328383.292609944,0.0014505311425258318
2D8A15352AEC175C8CEDA1A6C7DF10C13326EF29,2024-09-28 12:00:00,Read,7313365.53770751,0.0014505311425258318
2D91AA681F5702099581DDE4A3E410218D880ECB,2024-09-28 12:00:00,Write,6131299.25392493,0.0075896323850770065
2D91AA681F5702099581DDE4A3E410218D880ECB,2024-09-28 12:00:00,Read,6065841.09832119,0.0075896323850770065
2D938F19EAF660D902C656B5E6002F39B45C4BE4,2024-09-28 12:00:00,Write,5509425.630657818,0.06283379940641798
2D938F19EAF660D902C656B5E6002F39B45C4BE4,2024-09-28 12:00:00,Read,6021758.513549846,0.06283379940641798
2DACC26F1D3BA64F32EEB4185BAD696A88BA832D,2024-09-28 12:00:00,Write,448876.6469585482,0.004664820585647036
2DACC26F1D3BA64F32EEB4185BAD696A88BA832D,2024-09-28 12:00:00,Read,445925.1198251486,0.004664820585647036
2DAEF851890CBCCBC91047A694CE4F146596E46B,2024-09-28 12:00:00,Write,163667.44989214398,0.002944652754948805
2DAEF851890CBCCBC91047A694CE4F146596E46B,2024-09-28 12:00:00,Read,162987.29463202463,0.002944652754948805
2DF62084A2D021ED4F1EE9FB3CAB4B9983A2509C,2024-09-28 12:00:00,Write,130559.6064403045,0.042662301031333554
2DF62084A2D021ED4F1EE9FB3CAB4B9983A2509C,2024-09-28 12:00:00,Read,138681.757452057,0.042662301031333554
2DFCA202F13A90F91A820B4C3321FC847E269484,2024-09-28 12:00:00,Write,4409735.667245084,0.07310599511690959
2DFCA202F13A90F91A820B4C3321FC847E269484,2024-09-28 12:00:00,Read,4890499.659675676,0.07310599511690959
2E1683EA9D82FAAFC168EDC8FBFB4C3A7C71BA4B,2024-09-28 12:00:00,Write,10066.622271043609,0.03240698574631627
2E1683EA9D82FAAFC168EDC8FBFB4C3A7C71BA4B,2024-09-28 12:00:00,Read,10538.799622012135,0.03240698574631627
2E289A14B649F500C194BD56DEE28F0A0D75533C,2024-09-28 12:00:00,Write,8351486.984392392,0.007339154480826531
2E289A14B649F500C194BD56DEE28F0A0D75533C,2024-09-28 12:00:00,Read,8265253.3155366685,0.007339154480826531
2E2B529C7E683155EC33D9BDC8CA6DA1BDDA8C77,2024-09-27 12:00:00,Write,2321347.5623340337,0.03696769443541911
2E2B529C7E683155EC33D9BDC8CA6DA1BDDA8C77,2024-09-28 12:00:00,Write,2472975.2413667385,0.03696769443541911
2E2B529C7E683155EC33D9BDC8CA6DA1BDDA8C77,2024-09-27 12:00:00,Read,2313988.9860380827,0.03696769443541911
2E2B529C7E683155EC33D9BDC8CA6DA1BDDA8C77,2024-09-28 12:00:00,Read,2468734.75026769,0.03696769443541911
2E4BDDE1509B886490E105215B6B08807C721DDF,2024-09-28 12:00:00,Write,1451963.155961888,0.0012388911344617093
2E4BDDE1509B886490E105215B6B08807C721DDF,2024-09-28 12:00:00,Read,1454509.308158529,0.0012388911344617093
2E570F5220A26E1AAD2EB956EFD080C11608E484,2024-09-28 12:00:00,Write,8493355.246011874,0.04162006206778571
2E570F5220A26E1AAD2EB956EFD080C11608E484,2024-09-28 12:00:00,Read,9008429.770879053,0.04162006206778571
2E593E0EC59788020C7A4429BB93F2F825E47A21,2024-09-28 12:00:00,Write,4026633.911927888,0.0012806688967003604
2E593E0EC59788020C7A4429BB93F2F825E47A21,2024-09-28 12:00:00,Read,4019347.715071008,0.0012806688967003604
2E7C909CAE874BC7BB7364BC2CEAA9B9EE3334DE,2024-09-28 12:00:00,Write,20650.99546875929,0.18833711556142552
2E7C909CAE874BC7BB7364BC2CEAA9B9EE3334DE,2024-09-28 12:00:00,Read,26996.412953814717,0.18833711556142552
2E7EFCF9BBE38211DC90BBB9F32FBEF612ACC490,2024-09-28 12:00:00,Write,8889892.070141777,0.009101036917814805
2E7EFCF9BBE38211DC90BBB9F32FBEF612ACC490,2024-09-28 12:00:00,Read,8776203.59119825,0.009101036917814805
2E89E8B67B273E6B3F26545FC28278E0F0744817,2024-09-28 12:00:00,Write,8091178.53466843,0.008054870804995135
2E89E8B67B273E6B3F26545FC28278E0F0744817,2024-09-28 12:00:00,Read,7999531.421877952,0.008054870804995135
2E964A7939162CE3BAB41A6567C9EE357B457BD0,2024-09-28 12:00:00,Write,4387671.781841812,0.08001939835698094
2E964A7939162CE3BAB41A6567C9EE357B457BD0,2024-09-28 12:00:00,Read,4913980.269227226,0.08001939835698094
2E9CBA7FC4804EC8401215537769677976BBF38A,2024-09-28 12:00:00,Write,79249.97644048053,0.15993555567133824
2E9CBA7FC4804EC8401215537769677976BBF38A,2024-09-28 12:00:00,Read,63146.17931775973,0.15993555567133824
2EA30484C623340FE3FB2E6E8C14BEE7FDC10CF1,2024-09-28 12:00:00,Write,6565692.113886561,0.0021544191283052036
2EA30484C623340FE3FB2E6E8C14BEE7FDC10CF1,2024-09-28 12:00:00,Read,6545718.134150412,0.0021544191283052036
2EA68416AB054CF05CC80E7A3F539626C48F8745,2024-09-28 12:00:00,Write,8714.425293112043,0.6228657326756581
2EA68416AB054CF05CC80E7A3F539626C48F8745,2024-09-28 12:00:00,Read,3385.30834785183,0.6228657326756581
2EAA7FC2B709A656DCC884F80BD066D65D8F6CB8,2024-09-28 12:00:00,Write,1466120.5191864793,0.23466582549212298
2EAA7FC2B709A656DCC884F80BD066D65D8F6CB8,2024-09-28 12:00:00,Read,2049476.9551296104,0.23466582549212298
2EB3C230180694A1E848001E20F36F76A2287039,2024-09-28 12:00:00,Write,19673079.798005126,0.013910740733220132
2EB3C230180694A1E848001E20F36F76A2287039,2024-09-28 12:00:00,Read,20063948.270545248,0.013910740733220132
2EB3EC47737C98ABC24D274AFD5C9AD39DB75D7E,2024-09-27 12:00:00,Write,5553283.420599355,0.014308536974137339
2EB3EC47737C98ABC24D274AFD5C9AD39DB75D7E,2024-09-28 12:00:00,Write,5658423.03785683,0.014308536974137339
2EB3EC47737C98ABC24D274AFD5C9AD39DB75D7E,2024-09-27 12:00:00,Read,5464070.206509898,0.014308536974137339
2EB3EC47737C98ABC24D274AFD5C9AD39DB75D7E,2024-09-28 12:00:00,Read,5567878.103352056,0.014308536974137339
2EB79F57C458E2761E7F8D053140586BE4B27BD8,2024-09-28 12:00:00,Write,8868248.759875737,0.036639196513315285
2EB79F57C458E2761E7F8D053140586BE4B27BD8,2024-09-28 12:00:00,Read,9339984.467354959,0.036639196513315285
2EB89757F1D8228784335232E2CE2989D220E590,2024-09-28 12:00:00,Write,538923.334357691,0.002664189682789978
2EB89757F1D8228784335232E2CE2989D220E590,2024-09-28 12:00:00,Read,536896.6330630631,0.002664189682789978
2EC5EE348BD8D9D2E518B2CAEA9C671E2D5F77A6,2024-09-27 12:00:00,Write,1784885.154460586,0.3098799799177594
2EC5EE348BD8D9D2E518B2CAEA9C671E2D5F77A6,2024-09-28 12:00:00,Write,1029401.5866072191,0.3098799799177594
2EC5EE348BD8D9D2E518B2CAEA9C671E2D5F77A6,2024-09-27 12:00:00,Read,1763486.804714644,0.3098799799177594
2EC5EE348BD8D9D2E518B2CAEA9C671E2D5F77A6,2024-09-28 12:00:00,Read,1017733.6783427796,0.3098799799177594
2EC83D2BE136912E749B5FB7C6A5527E1AC85C57,2024-09-28 12:00:00,Write,3745552.404518606,0.10018864761373096
2EC83D2BE136912E749B5FB7C6A5527E1AC85C57,2024-09-28 12:00:00,Read,4316716.353938543,0.10018864761373096
2ED4D25766973713EB8C56A290BF07E06B85BF12,2024-09-28 12:00:00,Write,1857884.7815387861,0.003717208784181084
2ED4D25766973713EB8C56A290BF07E06B85BF12,2024-09-28 12:00:00,Read,1848143.6210104823,0.003717208784181084
2ED664728376FD367DAC05D0A7B5B942E0C1B4DE,2024-09-28 12:00:00,Write,685176.9106838215,0.38677665622203866
2ED664728376FD367DAC05D0A7B5B942E0C1B4DE,2024-09-28 12:00:00,Read,1201043.9831011568,0.38677665622203866
2ED8654AD1B8C25F3EB83156B07EA35BE6132F0C,2024-09-27 12:00:00,Write,1536956.9104699101,0.21551440487703677
2ED8654AD1B8C25F3EB83156B07EA35BE6132F0C,2024-09-28 12:00:00,Write,2071651.257335195,0.21551440487703677
2ED8654AD1B8C25F3EB83156B07EA35BE6132F0C,2024-09-27 12:00:00,Read,2101426.4984128163,0.21551440487703677
2ED8654AD1B8C25F3EB83156B07EA35BE6132F0C,2024-09-28 12:00:00,Read,2638329.4224578487,0.21551440487703677
2EDEA4EDB722B0435966E0B8F0C40F83FBE672B1,2024-09-28 12:00:00,Write,9337643.647518244,0.0027695163615981725
2EDEA4EDB722B0435966E0B8F0C40F83FBE672B1,2024-09-28 12:00:00,Read,9301142.496236088,0.0027695163615981725
2EE7B0181C4BAC7E130DF1B63DDD9E09A165A9A2,2024-09-28 12:00:00,Write,541089.3169154531,0.0038790997735763367
2EE7B0181C4BAC7E130DF1B63DDD9E09A165A9A2,2024-09-28 12:00:00,Read,538129.0880069218,0.0038790997735763367
2EE7F49728D03F8BC0DC1D67558499290C5F09FF,2024-09-28 12:00:00,Write,602231.51651164,0.45851028437268493
2EE7F49728D03F8BC0DC1D67558499290C5F09FF,2024-09-28 12:00:00,Read,1180087.322283663,0.45851028437268493
2EF3F194E34705F9E13021BAC7B394653329243A,2024-09-28 12:00:00,Write,2437100.4500594093,0.006768385743240955
2EF3F194E34705F9E13021BAC7B394653329243A,2024-09-28 12:00:00,Read,2413883.778006827,0.006768385743240955
2EFC2B8BC724CF435C14066087936BE7CA3C57A3,2024-09-28 12:00:00,Write,893835.1964737083,0.00021348361580947366
2EFC2B8BC724CF435C14066087936BE7CA3C57A3,2024-09-28 12:00:00,Read,894105.0962743486,0.00021348361580947366
2F04FCC6C42150F27C85AB38CBD12C74CF47C962,2024-09-28 12:00:00,Write,8144944.529415861,0.008577997970482256
2F04FCC6C42150F27C85AB38CBD12C74CF47C962,2024-09-28 12:00:00,Read,8046732.929642036,0.008577997970482256
2F051BD0124C65C8E617DC8B7EE508D0AF11AFC9,2024-09-28 12:00:00,Write,11058956.005321503,0.028209304688763183
2F051BD0124C65C8E617DC8B7EE508D0AF11AFC9,2024-09-28 12:00:00,Read,11509121.230664978,0.028209304688763183
2F21BFD3E8E214500BCAF4D8D801FAE052EC647B,2024-09-28 12:00:00,Write,18174033.211672265,0.01489143002542549
2F21BFD3E8E214500BCAF4D8D801FAE052EC647B,2024-09-28 12:00:00,Read,18560845.2795945,0.01489143002542549
2F2BCB532689FFEC760E5EC5F6C08E44CBBD50C9,2024-09-28 12:00:00,Write,9640340.745901065,0.035036923509754465
2F2BCB532689FFEC760E5EC5F6C08E44CBBD50C9,2024-09-28 12:00:00,Read,10130151.654531999,0.035036923509754465
2F3B9DFFDF23DAC9CCC8E223EAB6423535DDC21E,2024-09-28 12:00:00,Write,24344243.447578933,0.010717092030417333
2F3B9DFFDF23DAC9CCC8E223EAB6423535DDC21E,2024-09-28 12:00:00,Read,24716028.490080517,0.010717092030417333
2F645FDE1C46826E14E8D72D715D3EB55DBE6F98,2024-09-27 12:00:00,Write,113268.02178129983,0.40727567145487487
2F645FDE1C46826E14E8D72D715D3EB55DBE6F98,2024-09-28 12:00:00,Write,236088.76829114303,0.40727567145487487
2F645FDE1C46826E14E8D72D715D3EB55DBE6F98,2024-09-27 12:00:00,Read,113135.37422597906,0.40727567145487487
2F645FDE1C46826E14E8D72D715D3EB55DBE6F98,2024-09-28 12:00:00,Read,237045.54599728948,0.40727567145487487
2F66685743A941A19580131D62119C7261CFDC3E,2024-09-28 12:00:00,Write,2265596.1135282773,0.03166168266263351
2F66685743A941A19580131D62119C7261CFDC3E,2024-09-28 12:00:00,Read,2369364.494651524,0.03166168266263351
2F67A940520D1C9E66497D3847F0FDEE545AE7C0,2024-09-28 12:00:00,Write,56096.72320740494,0.14698713617207337
2F67A940520D1C9E66497D3847F0FDEE545AE7C0,2024-09-28 12:00:00,Read,45533.703730693655,0.14698713617207337
2F6CDB4045BAA50645093D3CD29C3055D49F77A2,2024-09-28 12:00:00,Write,13070152.972104428,0.023828123407185108
2F6CDB4045BAA50645093D3CD29C3055D49F77A2,2024-09-28 12:00:00,Read,13518139.852924643,0.023828123407185108
2F76402F04EE7AC80207A4B3B525B235673952AE,2024-09-27 12:00:00,Write,2574858.0528013087,0.012429235618851725
2F76402F04EE7AC80207A4B3B525B235673952AE,2024-09-28 12:00:00,Write,2627007.076655512,0.012429235618851725
2F76402F04EE7AC80207A4B3B525B235673952AE,2024-09-27 12:00:00,Read,2576571.4998308206,0.012429235618851725
2F76402F04EE7AC80207A4B3B525B235673952AE,2024-09-28 12:00:00,Read,2635803.0285625635,0.012429235618851725
2F81B29080727EFF0505E2F66CBD6C1EF6F9F4A9,2024-09-28 12:00:00,Write,605124.3305576787,0.0019007658558799637
2F81B29080727EFF0505E2F66CBD6C1EF6F9F4A9,2024-09-28 12:00:00,Read,606753.1477275332,0.0019007658558799637
2F81DA22A649EBB0CCD20A97527207E2E841F5F6,2024-09-28 12:00:00,Write,2014123.3093601346,0.0024441934127955294
2F81DA22A649EBB0CCD20A97527207E2E841F5F6,2024-09-28 12:00:00,Read,2007173.2793967368,0.0024441934127955294
2F9473EC839A036B15401B43F5C06ACC189462EA,2024-09-28 12:00:00,Write,361105.21942386834,0.597556741098399
2F9473EC839A036B15401B43F5C06ACC189462EA,2024-09-28 12:00:00,Read,889554.508014253,0.597556741098399
2F95C32B7EF5F3620C529BD48A533C8F793357E5,2024-09-28 12:00:00,Write,20354713.127038587,0.013980178270611569
2F95C32B7EF5F3620C529BD48A533C8F793357E5,2024-09-28 12:00:00,Read,20761163.253701657,0.013980178270611569
2F98E853A570AC7A79B4082364B781AD67705074,2024-09-28 12:00:00,Write,847444.5314696053,0.09673469913309148
2F98E853A570AC7A79B4082364B781AD67705074,2024-09-28 12:00:00,Read,971890.2346546927,0.09673469913309148
2FA6A81D52476C4D64ED5F385CBF5FBE4937F4CB,2024-09-28 12:00:00,Write,109790.83276982828,0.020900832413098265
2FA6A81D52476C4D64ED5F385CBF5FBE4937F4CB,2024-09-28 12:00:00,Read,113084.73764398035,0.020900832413098265
2FC28BE4F3949D8F7E347BB5495BFB0C93EB340A,2024-09-28 12:00:00,Write,5165810.621397549,0.0018443397015108303
2FC28BE4F3949D8F7E347BB5495BFB0C93EB340A,2024-09-28 12:00:00,Read,5152354.237155674,0.0018443397015108303
2FCB9774F42D6EBA530854701CEDA731F32DFCA8,2024-09-24 12:00:00,Write,917970.7377777778,2.108185316908465
