Fingerprint,Timestamp,Type,Bandwidth (B/s),Coefficient of Variation
01B8F18C11CE2877E8190FA2C81808CD087515C0,2024-09-28 12:00:00,Write,6819238.952710162,0.05298601743580479
01B8F18C11CE2877E8190FA2C81808CD087515C0,2024-09-28 12:00:00,Read,7350119.062198198,0.05298601743580479
01BD2AD1F4E290289DF19E0AA543F1408188B4DD,2024-09-27 12:00:00,Write,1195322.930981515,0.02491590317930233
01BD2AD1F4E290289DF19E0AA543F1408188B4DD,2024-09-28 12:00:00,Write,1248034.966848404,0.02491590317930233
01BD2AD1F4E290289DF19E0AA543F1408188B4DD,2024-09-27 12:00:00,Read,1198181.20184853,0.02491590317930233
01BD2AD1F4E290289DF19E0AA543F1408188B4DD,2024-09-28 12:00:00,Read,1250882.57424549,0.02491590317930233
01C1BC69D2B1EA4B97D06DDE5A1896AE673D44A2,2024-09-28 12:00:00,Write,3706812.27393316,0.09660101618434566
01C1BC69D2B1EA4B97D06DDE5A1896AE673D44A2,2024-09-28 12:00:00,Read,4250343.5775812855,0.09660101618434566
01D28453A4906AB5CC97B974B56413B75922B894,2024-09-28 12:00:00,Write,7152390.9930892335,0.048683876904977746
01D28453A4906AB5CC97B974B56413B75922B894,2024-09-28 12:00:00,Read,7662385.212020416,0.048683876904977746
01E0F6FB1C36050C4AAC0AFC6FFA6D2D3E9D6880,2024-09-28 12:00:00,Write,141884.39661235997,0.02007121450962144
01E0F6FB1C36050C4AAC0AFC6FFA6D2D3E9D6880,2024-09-28 12:00:00,Read,145969.76445781582,0.02007121450962144
01F648AFD7FCC68E7917F42CF3533CC5D3A93DF1,2024-09-28 12:00:00,Write,5458315.728557758,0.06435765890536085
01F648AFD7FCC68E7917F42CF3533CC5D3A93DF1,2024-09-28 12:00:00,Read,5978792.649025859,0.06435765890536085
01F92D627F69BC403792D31C9368A5AEA5C97853,2024-09-28 12:00:00,Write,1531198.0015083572,0.22482672927145214
01F92D627F69BC403792D31C9368A5AEA5C97853,2024-09-28 12:00:00,Read,2110074.829408618,0.22482672927145214
01FF9C8571D1C09FA8D2ACCE727D5530FEC10038,2024-09-28 12:00:00,Write,740700.0025091759,0.0022221368017467376
01FF9C8571D1C09FA8D2ACCE727D5530FEC10038,2024-09-28 12:00:00,Read,738375.9482148816,0.0022221368017467376
021DDCD687FD505B7EA7E75DA6CEF0D778AA07FB,2024-09-28 12:00:00,Write,8598246.748039845,0.038295084715916194
021DDCD687FD505B7EA7E75DA6CEF0D778AA07FB,2024-09-28 12:00:00,Read,9076866.07465169,0.038295084715916194
02264CEE8E7D062A910747A7F5D13B16766076D6,2024-09-28 12:00:00,Write,3241211.6320948806,0.006766175126597158
02264CEE8E7D062A910747A7F5D13B16766076D6,2024-09-28 12:00:00,Read,3210344.752087561,0.006766175126597158
022DEAAF3D89713156AA6FD5C35497E65FA64DF7,2024-09-28 12:00:00,Write,682772.4401379157,0.42325946744473525
022DEAAF3D89713156AA6FD5C35497E65FA64DF7,2024-09-28 12:00:00,Read,1266028.3162228898,0.42325946744473525
024A48D0EAFF4761DAA976248343C44F8223F4CC,2024-09-28 12:00:00,Write,5385798.15323697,0.008782641536303903
024A48D0EAFF4761DAA976248343C44F8223F4CC,2024-09-28 12:00:00,Read,5319316.549931471,0.008782641536303903
024BEAF1A4B3F01BB7DCC36402EC8764816129D5,2024-09-27 12:00:00,Write,135738.34606842892,0.05324905270549608
024BEAF1A4B3F01BB7DCC36402EC8764816129D5,2024-09-28 12:00:00,Write,123655.93417916681,0.05324905270549608
024BEAF1A4B3F01BB7DCC36402EC8764816129D5,2024-09-27 12:00:00,Read,138179.11288339645,0.05324905270549608
024BEAF1A4B3F01BB7DCC36402EC8764816129D5,2024-09-28 12:00:00,Read,126728.87740569927,0.05324905270549608
0258BDAE9B351714B0BCC0DABE1D798D662EBA88,2024-09-28 12:00:00,Write,6640703.542460872,0.05256518807670593
0258BDAE9B351714B0BCC0DABE1D798D662EBA88,2024-09-28 12:00:00,Read,7153420.095809646,0.05256518807670593
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-22 12:00:00,Write,296587.2007583814,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-23 12:00:00,Write,353713.49536355777,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-24 12:00:00,Write,387363.23054194934,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-25 12:00:00,Write,442924.42118534003,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-26 12:00:00,Write,431968.69345284044,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-27 12:00:00,Write,352930.94338266493,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-28 12:00:00,Write,352148.3914017721,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-22 12:00:00,Read,296670.0373417039,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-23 12:00:00,Read,352881.2023117109,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-24 12:00:00,Read,386451.75916879845,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-25 12:00:00,Read,441882.21351422206,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-26 12:00:00,Read,430952.264770054,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-27 12:00:00,Read,352100.4916871275,0.13089688362095675
02648F2F135C7296A27B1F59D2AE4EEC25D9A877,2024-09-28 12:00:00,Read,350539.0704379606,0.13089688362095675
02654B8B9803775860CDF2C7F7109FF68A1349AA,2024-09-28 12:00:00,Write,2145253.4549281173,0.012519550795155763
02654B8B9803775860CDF2C7F7109FF68A1349AA,2024-09-28 12:00:00,Read,2107604.3538459744,0.012519550795155763
026C841C5CF7AF71D13093B5DC9D5DD2D376469E,2024-09-27 12:00:00,Write,121105.89193702205,0.07760554805259004
026C841C5CF7AF71D13093B5DC9D5DD2D376469E,2024-09-28 12:00:00,Write,138079.78860221096,0.07760554805259004
026C841C5CF7AF71D13093B5DC9D5DD2D376469E,2024-09-27 12:00:00,Read,120066.19012951924,0.07760554805259004
026C841C5CF7AF71D13093B5DC9D5DD2D376469E,2024-09-28 12:00:00,Read,137809.96206984227,0.07760554805259004
0273FCDE81A7A3B33F4EB369D20D9A77C6178854,2024-09-28 12:00:00,Write,986841.1878382787,0.0027081981393963545
0273FCDE81A7A3B33F4EB369D20D9A77C6178854,2024-09-28 12:00:00,Read,983068.8391550082,0.0027081981393963545
02740F472D1DA5C1B77475F18940FE79F15AF4B8,2024-09-28 12:00:00,Write,196099.68605970006,0.021792621910046772
02740F472D1DA5C1B77475F18940FE79F15AF4B8,2024-09-28 12:00:00,Read,202237.95386477452,0.021792621910046772
027E75C92F1231AE5F7BD4E1536696FE3040C460,2024-09-27 12:00:00,Write,6851092.015840899,0.008178697315655153
027E75C92F1231AE5F7BD4E1536696FE3040C460,2024-09-28 12:00:00,Write,6787948.310625776,0.008178697315655153
027E75C92F1231AE5F7BD4E1536696FE3040C460,2024-09-27 12:00:00,Read,6803614.183183006,0.008178697315655153
027E75C92F1231AE5F7BD4E1536696FE3040C460,2024-09-28 12:00:00,Read,6716994.095202667,0.008178697315655153
0281F1C31F34A0EA35EC761308AA3E14092B9B95,2024-09-28 12:00:00,Write,13470562.008974196,0.007426027065842225
0281F1C31F34A0EA35EC761308AA3E14092B9B95,2024-09-28 12:00:00,Read,13329833.29149352,0.007426027065842225
028BEF4A81578286BAA1352C73E4609B9915C687,2024-09-28 12:00:00,Write,11016466.8633347,0.03065912099724117
028BEF4A81578286BAA1352C73E4609B9915C687,2024-09-28 12:00:00,Read,11504709.581401076,0.03065912099724117
02921CB28763DAFBF044352D339F69105365D312,2024-09-28 12:00:00,Write,199120.88225295595,0.02789155873812462
02921CB28763DAFBF044352D339F69105365D312,2024-09-28 12:00:00,Read,207133.1503534165,0.02789155873812462
02A0D8DDF4DA4E601C1C66143BB0C8A0F2F3C857,2024-09-28 12:00:00,Write,13171476.53208775,0.025907561959253242
02A0D8DDF4DA4E601C1C66143BB0C8A0F2F3C857,2024-09-28 12:00:00,Read,13663069.659608906,0.025907561959253242
02A59412DE589A009369BCBF81E56F0D64B3B464,2024-09-28 12:00:00,Write,162069.32146961777,0.005331497475234994
02A59412DE589A009369BCBF81E56F0D64B3B464,2024-09-28 12:00:00,Read,160851.92837281726,0.005331497475234994
02AE2B354722B62488321DBE37A3F479B55BB2D6,2024-09-28 12:00:00,Write,10315333.339246782,0.03354858304887626
02AE2B354722B62488321DBE37A3F479B55BB2D6,2024-09-28 12:00:00,Read,10816634.99082912,0.03354858304887626
02B2152129686AE0BE05F3D1460591DD71C4BB15,2024-09-28 12:00:00,Write,6514794.202174036,0.054559313112480017
02B2152129686AE0BE05F3D1460591DD71C4BB15,2024-09-28 12:00:00,Read,7037636.971845919,0.054559313112480017
02B4B5B92EE60D5317A0DB301175737AB8F1718A,2024-09-28 12:00:00,Write,557791.3270423575,0.0020237222713883453
02B4B5B92EE60D5317A0DB301175737AB8F1718A,2024-09-28 12:00:00,Read,556197.2230831382,0.0020237222713883453
02C7A07B1214AA338A705EFCCA409D700F757201,2024-09-28 12:00:00,Write,13077098.654502206,0.021938449616401293
02C7A07B1214AA338A705EFCCA409D700F757201,2024-09-28 12:00:00,Read,13489217.304518815,0.021938449616401293
02D634ADD9B41677D2834BF2C5203B6833DE7380,2024-09-28 12:00:00,Write,1095961.3087443,0.2910953181377621
02D634ADD9B41677D2834BF2C5203B6833DE7380,2024-09-28 12:00:00,Read,1664074.6084312957,0.2910953181377621
02D832F002D4CA3D25ADDA2CBBB2D09EE41A15AB,2024-09-28 12:00:00,Write,608737.2020766445,0.435740018369576
02D832F002D4CA3D25ADDA2CBBB2D09EE41A15AB,2024-09-28 12:00:00,Read,1150910.592947941,0.435740018369576
02F6EE59A18F8D7BC0036E55C4F150E51B992775,2024-09-28 12:00:00,Write,32567.543001038077,0.13080234840821056
02F6EE59A18F8D7BC0036E55C4F150E51B992775,2024-09-28 12:00:00,Read,39205.96264404693,0.13080234840821056
02FCF62C0AD3AD1D208D7F27E12E8840EF53C7E0,2024-09-28 12:00:00,Write,1209254.6882869955,0.005919158889599214
02FCF62C0AD3AD1D208D7F27E12E8840EF53C7E0,2024-09-28 12:00:00,Read,1199174.2633650217,0.005919158889599214
02FD06C6C60FF4C962E3EAD310410A47B1952DFE,2024-09-28 12:00:00,Write,9474045.167432696,0.005939547801620005
02FD06C6C60FF4C962E3EAD310410A47B1952DFE,2024-09-28 12:00:00,Read,9394798.016201586,0.005939547801620005
03000EDDFEB7DB6A4171D09D2DF028ADA6B27DEE,2024-09-28 12:00:00,Write,10933983.032111252,0.005400119556272745
03000EDDFEB7DB6A4171D09D2DF028ADA6B27DEE,2024-09-28 12:00:00,Read,11017805.082363132,0.005400119556272745
030B59F0D25752E6C2332E3F7B14746EE6B16D16,2024-09-28 12:00:00,Write,4168058.397640085,0.08542698376344408
030B59F0D25752E6C2332E3F7B14746EE6B16D16,2024-09-28 12:00:00,Read,4703982.92124996,0.08542698376344408
03167E156F3D1E8FFD1CB7C7C9D086027DA49E3D,2024-09-28 12:00:00,Write,3609193.0394476233,0.09697841145284948
03167E156F3D1E8FFD1CB7C7C9D086027DA49E3D,2024-09-28 12:00:00,Read,4140630.1292455774,0.09697841145284948
0321C0C3E51DA94199706CA42F5794B607E395B9,2024-09-28 12:00:00,Write,66083.7392448782,0.0029132916425331687
0321C0C3E51DA94199706CA42F5794B607E395B9,2024-09-28 12:00:00,Read,66356.5673725874,0.0029132916425331687
032E18F26B35047A20EB1F0E480D0DFD3D8AB6E2,2024-09-28 12:00:00,Write,2727401.7334803115,0.007101411227346792
032E18F26B35047A20EB1F0E480D0DFD3D8AB6E2,2024-09-28 12:00:00,Read,2700147.533459385,0.007101411227346792
03465D21A22B24B242301471D5AA11E4E0E0C915,2024-09-28 12:00:00,Write,921738.8423395653,0.0019296025122514454
03465D21A22B24B242301471D5AA11E4E0E0C915,2024-09-28 12:00:00,Read,919226.964120018,0.0019296025122514454
034ED155E6DA8277BC7F294896BFD7013D7BD7B0,2024-09-28 12:00:00,Write,1990711.6388457548,0.003502979273504808
034ED155E6DA8277BC7F294896BFD7013D7BD7B0,2024-09-28 12:00:00,Read,2000598.034672005,0.003502979273504808
03504B8C25722FD3FC4F222A9202AD045794A551,2024-09-28 12:00:00,Write,9472.354800065668,0.02365868663965787
03504B8C25722FD3FC4F222A9202AD045794A551,2024-09-28 12:00:00,Read,9794.677173479678,0.02365868663965787
035F813195F0CB9F567EDFDF60C6745CA36BA0BD,2024-09-28 12:00:00,Write,3902897.073637774,0.005327860147271399
035F813195F0CB9F567EDFDF60C6745CA36BA0BD,2024-09-28 12:00:00,Read,3873600.162046963,0.005327860147271399
0371E4EC901C4FC77FEA2AA5BE4218F0BE1F6CE3,2024-09-28 12:00:00,Write,156088.8987987988,0.03300139886682365
0371E4EC901C4FC77FEA2AA5BE4218F0BE1F6CE3,2024-09-28 12:00:00,Read,163547.78476004893,0.03300139886682365
037B6C60DAD4DF32FDA29BF458D5C8C816AA8F3E,2024-09-28 12:00:00,Write,6250076.409724525,0.056025955928973865
037B6C60DAD4DF32FDA29BF458D5C8C816AA8F3E,2024-09-28 12:00:00,Read,6765714.313976528,0.056025955928973865
037BCD0EBDF7DB9F3D562DA27D463F0F78F1494B,2024-09-27 12:00:00,Write,7321817.05926154,0.05315758684876938
037BCD0EBDF7DB9F3D562DA27D463F0F78F1494B,2024-09-28 12:00:00,Write,7884050.8299552705,0.05315758684876938
037BCD0EBDF7DB9F3D562DA27D463F0F78F1494B,2024-09-27 12:00:00,Read,7762494.710939854,0.05315758684876938
037BCD0EBDF7DB9F3D562DA27D463F0F78F1494B,2024-09-28 12:00:00,Read,8333466.3008863935,0.05315758684876938
037D3A613BBD3C2DF0567202425E9834D80C8D95,2024-09-28 12:00:00,Write,13124.71085945905,0.01134515193254766
037D3A613BBD3C2DF0567202425E9834D80C8D95,2024-09-28 12:00:00,Read,13336.992834964594,0.01134515193254766
037FF23B7D09A6044AA30B0AEA134FFEBC9A231A,2024-09-28 12:00:00,Write,5331476.795095946,0.00559574918668302
037FF23B7D09A6044AA30B0AEA134FFEBC9A231A,2024-09-28 12:00:00,Read,5289451.9869797025,0.00559574918668302
0389258B0459C061250A2FFA1F9C4EEAD87BF086,2024-09-28 12:00:00,Write,3134152.4195844666,0.11315344941178765
0389258B0459C061250A2FFA1F9C4EEAD87BF086,2024-09-28 12:00:00,Read,3679308.102592988,0.11315344941178765
03A33C3454FC0F9AC6966F12FA486999F5A22896,2024-09-27 12:00:00,Write,202649.71708816962,0.26698293091199926
03A33C3454FC0F9AC6966F12FA486999F5A22896,2024-09-28 12:00:00,Write,324434.4028382716,0.26698293091199926
03A33C3454FC0F9AC6966F12FA486999F5A22896,2024-09-27 12:00:00,Read,206078.8547543099,0.26698293091199926
03A33C3454FC0F9AC6966F12FA486999F5A22896,2024-09-28 12:00:00,Read,329924.3203518519,0.26698293091199926
03B9585A46122C21774B3096664A8A2140BF5635,2024-09-28 12:00:00,Write,11219789.38853881,0.0077901790358461545
03B9585A46122C21774B3096664A8A2140BF5635,2024-09-28 12:00:00,Read,11096858.392598387,0.0077901790358461545
